id,chapter,zoom,image,source-citation,source-link,desc,lon,lat
-1,Princess Bakery,15,http://freston.net/blog/zpix/20121109-princess.jpg,http://freston.net/blog/index.php?y=2012&m=11&d=09,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=11&d=09,,
563721,Travelodge,15,http://freston.net/blog/zpix/20121026-travelodge.jpg,http://freston.net/blog/index.php?y=2012&m=10&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=10&d=26,,
660045,"Poppies Coffee Lounge, MOD Bld 711",15,http://freston.net/blog/zpix/20121018-poppies.jpg,http://freston.net/blog/index.php?y=2012&m=10&d=18,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=10&d=18,,
-1,Tea Boutique,15,http://freston.net/blog/zpix/20121012-teaboutique.jpg,http://freston.net/blog/index.php?y=2012&m=10&d=12,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=10&d=12,,
659491,Crafty Coffee,15,http://freston.net/blog/zpix/20121005-crafty.jpg,http://freston.net/blog/index.php?y=2012&m=10&d=05,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=10&d=05,,
659103,Tenpin Ltd,15,http://freston.net/blog/zpix/20120913-kingpin.jpg,http://freston.net/blog/index.php?y=2012&m=09&d=13,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=09&d=13,,
482019,Kings Coffee House,15,http://freston.net/blog/zpix/20120824-kings.jpg,http://freston.net/blog/index.php?y=2012&m=08&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=08&d=24,,
-1,Billsberry's,15,http://freston.net/blog/zpix/20120816-billsberrys.jpg,http://freston.net/blog/index.php?y=2012&m=08&d=16,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=08&d=16,,
659501,The Camargue Cafe,15,http://freston.net/blog/zpix/20120712-camargue.jpg,http://freston.net/blog/index.php?y=2012&m=07&d=12,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=07&d=12,,
-1,Snobs (pop-up),15,http://freston.net/blog/zpix/20120706-snobs.jpg,http://freston.net/blog/index.php?y=2012&m=07&d=06,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=07&d=06,,
179324,Isaacs,15,http://freston.net/blog/zpix/20120702-isaacs.jpg,http://freston.net/blog/index.php?y=2012&m=07&d=02,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=07&d=02,,
659792,Next,15,http://freston.net/blog/zpix/20120628-nextcosta.jpg,http://freston.net/blog/index.php?y=2012&m=06&d=28,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=06&d=28,,
-1,Winnies Cafe,15,http://freston.net/blog/zpix/20120528-winnies.jpg,http://freston.net/blog/index.php?y=2012&m=05&d=28,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=05&d=28,,
659674,Langers,15,http://freston.net/blog/zpix/20120517-langers.jpg,http://freston.net/blog/index.php?y=2012&m=05&d=17,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=05&d=17,,
659198,Suffolk Punch Visitor Centre,15,http://freston.net/blog/zpix/20120511-suffolkpunchtrust.jpg,http://freston.net/blog/index.php?y=2012&m=05&d=11,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=05&d=11,,
659919,Martlesham Pizzas,15,http://freston.net/blog/zpix/20120501-martleshamcafe.jpg,http://freston.net/blog/index.php?y=2012&m=05&d=01,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=05&d=01,,
-1,Coffee Moment,15,http://freston.net/blog/zpix/20120426-coffeemoment.jpg,http://freston.net/blog/index.php?y=2012&m=04&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=04&d=26,,
528013,The Barn Cafe,15,http://freston.net/blog/zpix/20120415-barncafe.jpg,http://freston.net/blog/index.php?y=2012&m=04&d=15,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=04&d=15,,
659686,KFC,15,http://freston.net/blog/zpix/20120330-kfc.jpg,http://freston.net/blog/index.php?y=2012&m=03&d=30,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=03&d=30,,
180106,Xpresso,15,http://freston.net/blog/zpix/20120322-xpresso.jpg,http://freston.net/blog/index.php?y=2012&m=03&d=22,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=03&d=22,1.1455037,52.0537077
659693,Orwell Stores,15,http://freston.net/blog/zpix/20120316-nacton.jpg,http://freston.net/blog/index.php?y=2012&m=03&d=16,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=03&d=16,,
-1,Doubledeck Diner,15,http://freston.net/blog/zpix/20120309-doubledeck.jpg,http://freston.net/blog/index.php?y=2012&m=03&d=09,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=03&d=09,,
-1,Kia Bar,15,http://freston.net/blog/zpix/20120302-kai.jpg,http://freston.net/blog/index.php?y=2012&m=03&d=01,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=03&d=01,1.164122,52.049534
-1,No.16 Bar and Kitchen,15,http://freston.net/blog/zpix/20120224-no16.jpg,http://freston.net/blog/index.php?y=2012&m=02&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=02&d=24,,
659612,Holeshot Cafe,15,http://freston.net/blog/zpix/20120127-holeshot.jpg,http://freston.net/blog/index.php?y=2012&m=01&d=27,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=01&d=27,,
170366,Elveden Estate Shop & Restaurant,15,http://freston.net/blog/zpix/20120125-elveden.jpg,http://freston.net/blog/index.php?y=2012&m=01&d=25,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=01&d=25,,
930706,Cafe 46,15,http://freston.net/blog/zpix/20120120-cafe46.jpg,http://freston.net/blog/zpix/20130914-angel.jpg,Click here for Freston.net review,http://freston.net/blog/zpix/20130914-angel.jpg,,
180223,Bella Napoli,15,http://freston.net/blog/zpix/20120113-bellanapoli.jpg,http://freston.net/blog/index.php?y=2012&m=01&d=13,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=01&d=13,,
-1,K's Coffee Lounge,15,http://freston.net/blog/zpix/20120106-kscoffeelounge.jpg,http://freston.net/blog/index.php?y=2012&m=01&d=06,Click here for Freston.net review,http://freston.net/blog/index.php?y=2012&m=01&d=06,,
-1,"Cafe Siena, Tower Ramparts",15,http://freston.net/blog/zpix/20111215-cafesiena.jpg,http://freston.net/blog/index.php?y=2011&m=12&d=16,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=12&d=16,,
-1,T Junction,15,http://freston.net/blog/zpix/20111202-tjunction.jpg,http://freston.net/blog/index.php?y=2011&m=12&d=02,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=12&d=02,,
465673,St Nicholas Stores,15,http://freston.net/blog/zpix/20111118-stnicholas.jpg,http://freston.net/blog/index.php?y=2011&m=11&d=18,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=11&d=18,,
521324,Tasty Fill,15,http://freston.net/blog/zpix/20111117-tastyfill.jpg,http://freston.net/blog/index.php?y=2011&m=11&d=17,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=11&d=17,,
859566,Cafe 66,15,http://freston.net/blog/zpix/20111108-cafe66.jpg,http://freston.net/blog/index.php?y=2011&m=11&d=09,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=11&d=09,,
659650,Poppy's Pantry Woodbridge Packaging,15,http://freston.net/blog/zpix/20111104-poppys.jpg,http://freston.net/blog/index.php?y=2011&m=11&d=04,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=11&d=04,,
-1,Danny's Sandwich Bar,15,http://freston.net/blog/zpix/20111024-dannys.jpg,http://freston.net/blog/index.php?y=2011&m=10&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=10&d=24,,
669956,CoffeeLink,15,http://freston.net/blog/zpix/20111013-coffeelink.jpg,http://freston.net/blog/index.php?y=2011&m=10&d=13,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=10&d=13,,
659377,Five Winds Farm Smokehouse & Butchery,15,http://freston.net/blog/zpix/20111007-fivewinds.jpg,http://freston.net/blog/index.php?y=2011&m=10&d=07,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=10&d=07,,
659948,One Stop,15,http://freston.net/blog/zpix/20110916-onestop.jpg,http://freston.net/blog/index.php?y=2011&m=09&d=19,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=09&d=19,,
177294,Rendezvous Coffee Shop,15,http://freston.net/blog/zpix/20110826-rendezvous.jpg,http://freston.net/blog/index.php?y=2011&m=08&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=08&d=26,,
659803,Martlesham Post Office Stores,15,http://freston.net/blog/zpix/20110812-postores.jpg,http://freston.net/blog/index.php?y=2011&m=08&d=12,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=08&d=12,,
-1,Cafe Kitsch,15,http://freston.net/blog/zpix/20110805-kitsch.jpg,http://freston.net/blog/index.php?y=2011&m=08&d=05,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=08&d=05,,
659507,Domino's Pizza,15,http://freston.net/blog/zpix/20110720-dominos.jpg,http://freston.net/blog/index.php?y=2011&m=07&d=20,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=07&d=20,,
-1,Ladies That Lunch,15,http://freston.net/blog/zpix/20110715-ladiesthatlunch.jpg,http://freston.net/blog/index.php?y=2011&m=07&d=15,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=07&d=15,,
180387,Arlingtons Brasserie,15,http://freston.net/blog/zpix/20110707-arlingtons.jpg,http://freston.net/blog/index.php?y=2011&m=07&d=07,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=07&d=07,,
659604,Duncans Butchers and Bakery,15,http://freston.net/blog/zpix/20110701-duncans.jpg,http://freston.net/blog/index.php?y=2011&m=07&d=01,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=07&d=01,,
659423,McDonalds Restaurant,15,http://freston.net/blog/zpix/20110624-mcdonalds.jpg,http://freston.net/blog/index.php?y=2011&m=06&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=06&d=24,,
467942,Cafe Marina,15,http://freston.net/blog/zpix/20110615-cafemarina.jpg,http://freston.net/blog/index.php?y=2011&m=06&d=15,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=06&d=15,,
660079,The Tea Pot Tea Room,15,http://freston.net/blog/zpix/20110610-teapot.jpg,http://freston.net/blog/index.php?y=2011&m=06&d=10,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=06&d=10,,
180551,Theta,15,http://freston.net/blog/zpix/20110509-theta.jpg,http://freston.net/blog/index.php?y=2011&m=05&d=09,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=05&d=09,,
198648,Greggs The Bakers,15,http://freston.net/blog/zpix/20110506-greggs.jpg,http://freston.net/blog/index.php?y=2011&m=05&d=06,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=05&d=06,,
-1,Barnes Catering,15,http://freston.net/blog/zpix/20110418-barnes.jpg,http://freston.net/blog/index.php?y=2011&m=04&d=18,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=04&d=18,,
-1,Brasilia Cafe,15,http://freston.net/blog/zpix/20110408-brasilia.jpg,http://freston.net/blog/index.php?y=2011&m=04&d=08,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=04&d=08,1.153811,52.055882
-1,Something Yummy,15,http://freston.net/blog/zpix/20110402-yummy.jpg,http://freston.net/blog/index.php?y=2011&m=04&d=02,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=04&d=02,,
165869,Uppercrust / Pumpkin,15,http://freston.net/blog/zpix/20110324-uppercrust.jpg,http://freston.net/blog/index.php?y=2011&m=03&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=03&d=24,,
179299,Burger King,15,http://freston.net/blog/zpix/20110318-burgerking.jpg,http://freston.net/blog/index.php?y=2011&m=03&d=18,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=03&d=18,,
180559,Taste Community Cafe,15,http://freston.net/blog/zpix/20110308-taste.jpg,http://freston.net/blog/index.php?y=2011&m=03&d=08,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=03&d=08,,
175272,The Range Cafe,15,http://freston.net/blog/zpix/20110304-therange.jpg,http://freston.net/blog/index.php?y=2011&m=03&d=04,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=03&d=04,,
526723,"Bizzi Beans, Long Melford",15,http://freston.net/blog/zpix/20110225-bizzibeans.jpg,http://freston.net/blog/index.php?y=2011&m=02&d=25,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=02&d=25,,
418128,Morrisons,15,http://freston.net/blog/zpix/20110223-morrisons.jpg,http://freston.net/blog/index.php?y=2011&m=02&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=02&d=24,,
406872,Hemingways Of Haslemere,15,http://freston.net/blog/zpix/20110220-hemingways.jpg,http://freston.net/blog/index.php?y=2011&m=02&d=20,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=02&d=20,,
180523,B&Q Cafe,15,http://freston.net/blog/zpix/20110218-bandq.jpg,http://freston.net/blog/index.php?y=2011&m=02&d=18,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=02&d=18,,
-1,Elite Cafe,15,http://freston.net/blog/zpix/20110215-elite.jpg,http://freston.net/blog/index.php?y=2011&m=02&d=16,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=02&d=16,,
-1,Penny's,15,http://freston.net/blog/zpix/20110211-pennys.jpg,http://freston.net/blog/index.php?y=2011&m=02&d=11,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=02&d=11,,
167619,New Wolsey Theatre,15,http://freston.net/blog/zpix/20110128-newwolsey.jpg,http://freston.net/blog/index.php?y=2011&m=01&d=28,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=01&d=28,,
527060,Jimmy's Farm,15,http://freston.net/blog/zpix/20110121-jimmys.jpg,http://freston.net/blog/index.php?y=2011&m=01&d=21,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=01&d=21,,
659965,Pump Street Bakery,15,http://freston.net/blog/zpix/20110114-pumpstreet.jpg,http://freston.net/blog/index.php?y=2011&m=01&d=14,Click here for Freston.net review,http://freston.net/blog/index.php?y=2011&m=01&d=14,,
-1,El Loco Taco,15,http://freston.net/blog/zpix/20101222-eltaco.jpg,http://freston.net/blog/index.php?y=2010&m=12&d=22,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=12&d=22,,
-1,Oggy Oggy,15,http://freston.net/blog/zpix/20101217-oggyoggy.jpg,http://freston.net/blog/index.php?y=2010&m=12&d=17,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=12&d=17,,
-1,The Cook Shed (Melton),15,http://freston.net/blog/zpix/20101208-thecooksshed.jpg,http://freston.net/blog/index.php?y=2010&m=12&d=08,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=12&d=08,1.322118,52.1073562
85537,The Food Company,15,http://freston.net/blog/zpix/20101129-foodcompany.jpg,http://freston.net/blog/index.php?y=2010&m=11&d=29,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=11&d=29,,
659371,Riverside Tearoom,15,http://freston.net/blog/zpix/20101119-riverside.jpg,http://freston.net/blog/index.php?y=2010&m=11&d=19,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=11&d=19,,
-1,Seasons Deli,15,http://freston.net/blog/zpix/20101104-seasons.jpg,http://freston.net/blog/index.php?y=2010&m=11&d=04,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=11&d=04,,
-1,Giraffe Caf̩,15,http://freston.net/blog/zpix/20101029-giraffe.jpg,http://freston.net/blog/index.php?y=2010&m=10&d=29,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=10&d=29,,
-1,Munch,15,http://freston.net/blog/zpix/20101008-munch.jpg,http://freston.net/blog/zpix/20110223-morrisons.jpg,Click here for Freston.net review,http://freston.net/blog/zpix/20110223-morrisons.jpg,1.157277,52.055744
180493,Tea Rooms,15,http://freston.net/blog/zpix/20101001-mansion.jpg,http://freston.net/blog/index.php?y=2010&m=10&d=01,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=10&d=01,,
-1,East Coast Quilting,15,http://freston.net/blog/zpix/20100924-quilting.jpg,http://freston.net/blog/index.php?y=2010&m=09&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=09&d=24,,
619190,Sands Refreshments,15,http://freston.net/blog/zpix/20100917-bournebridge.jpg,http://freston.net/blog/index.php?y=2010&m=09&d=17,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=09&d=17,,
-1,Cafe Moda,15,http://freston.net/blog/zpix/20100908-cafemoda.jpg,http://freston.net/blog/index.php?y=2010&m=09&d=08,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=09&d=08,,
659097,Rendezvous,15,http://freston.net/blog/zpix/20100903-moonsixpence.jpg,http://freston.net/blog/index.php?y=2010&m=09&d=03,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=09&d=03,,
659600,Wimpy Felixstowe Ltd,15,http://freston.net/blog/zpix/20100826-wimpy.jpg,http://freston.net/blog/index.php?y=2010&m=08&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=08&d=26,,
179297,Debenhams Cafe and Restaurant,15,http://freston.net/blog/zpix/20100728-debenhams.jpg,http://freston.net/blog/index.php?y=2010&m=07&d=28,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=07&d=28,,
804980,BHS,15,http://freston.net/blog/zpix/20100721-bhs.jpg,http://freston.net/blog/index.php?y=2010&m=07&d=21,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=07&d=21,,
-1,Bernie Lee's,15,http://freston.net/blog/zpix/20100714-bernielees.jpg,http://freston.net/blog/index.php?y=2010&m=07&d=14,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=07&d=14,,
516970,Pennikkity,15,http://freston.net/blog/zpix/20100630-allfiredup.jpg,http://freston.net/blog/index.php?y=2010&m=06&d=30,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=06&d=30,,
-1,Wicked Cafe,15,http://freston.net/blog/zpix/20100624-ucs.jpg,http://freston.net/blog/index.php?y=2010&m=06&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=06&d=24,,
-1,Flaming Fryer,15,http://freston.net/blog/zpix/20100616-flamingfryer.jpg,http://freston.net/blog/index.php?y=2010&m=06&d=16,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=06&d=16,,
-1,Cafe Jam,15,http://freston.net/blog/zpix/20100611-cafejam.jpg,http://freston.net/blog/index.php?y=2010&m=06&d=11,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=06&d=11,1.159573,52.055473
173169,Cafe Gypps,15,http://freston.net/blog/zpix/20100521-tempo.jpg,http://freston.net/blog/index.php?y=2010&m=05&d=21,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=05&d=21,,
-1,O'Briens,15,http://freston.net/blog/zpix/20100517-obriens.jpg,http://freston.net/blog/index.php?y=2010&m=05&d=17,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=05&d=17,,
-1,"Cafe Giardino,",15,http://freston.net/blog/zpix/20100507-giardino.jpg,http://freston.net/blog/index.php?y=2010&m=05&d=07,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=05&d=07,,
178672,Star Express Cafe & Restaurant,15,http://freston.net/blog/zpix/20100430-starexpress.jpg,http://freston.net/blog/index.php?y=2010&m=04&d=30,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=04&d=30,,
467940,Starbucks,15,http://freston.net/blog/zpix/20100416-starbucks.jpg,http://freston.net/blog/index.php?y=2010&m=04&d=16,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=04&d=16,,
660020,Admirals Fish & Chips,15,http://freston.net/blog/zpix/20100401-admirals.jpg,http://freston.net/blog/index.php?y=2010&m=04&d=03,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=04&d=03,,
495791,Marks & Spencer,15,http://freston.net/blog/zpix/20100326-caferevive.jpg,http://freston.net/blog/index.php?y=2010&m=03&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=03&d=26,,
176389,Willys & Millys,15,http://freston.net/blog/zpix/20100324-willysmillys.jpg,http://freston.net/blog/index.php?y=2010&m=03&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=03&d=24,,
180532,Dance Eats,15,http://freston.net/blog/zpix/20100319-danceeats.jpg,http://freston.net/blog/index.php?y=2010&m=03&d=19,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=03&d=19,,
178652,The Key Centre,15,http://freston.net/blog/zpix/20100310-thekey.jpg,http://freston.net/blog/index.php?y=2010&m=03&d=10,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=03&d=10,,
180630,Sunrise Cafe,15,http://freston.net/blog/zpix/20100305-sunrise.jpg,http://freston.net/blog/index.php?y=2010&m=03&d=05,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=03&d=05,,
-1,Suffolk Origo,15,http://freston.net/blog/zpix/20100226-origo.jpg,http://freston.net/blog/index.php?y=2010&m=02&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=02&d=26,1.159884,52.055485
-1,Janet's,15,http://freston.net/blog/zpix/20100219-janets.jpg,http://freston.net/blog/index.php?y=2010&m=02&d=19,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=02&d=19,,
-1,The Moorish Lounge,15,http://freston.net/blog/zpix/20100212-moorish.jpg,http://freston.net/blog/index.php?y=2010&m=02&d=12,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=02&d=12,,
-1,"Popins, Holbrook",15,http://freston.net/blog/zpix/20100129-popins.jpg,http://freston.net/blog/index.php?y=2010&m=01&d=29,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=01&d=29,,
176261,Colours Continental Cafe,15,http://freston.net/blog/zpix/20100122-colours.jpg,http://freston.net/blog/index.php?y=2010&m=01&d=22,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=01&d=22,,
178712,Jaceys Coffee House,15,http://freston.net/blog/zpix/20100115-jaceys.jpg,http://freston.net/blog/index.php?y=2010&m=01&d=15,Click here for Freston.net review,http://freston.net/blog/index.php?y=2010&m=01&d=15,,
493568,Asda Super Store,15,http://freston.net/blog/zpix/20091223-asda.jpg,http://freston.net/blog/index.php?y=2009&m=12&d=23,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=12&d=23,,
540048,Luncheon Club,15,http://freston.net/blog/zpix/20091209-karibu.jpg,http://freston.net/blog/index.php?y=2009&m=12&d=09,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=12&d=09,,
-1,The Orangery,15,http://freston.net/blog/zpix/20091204-orangery.jpg,http://freston.net/blog/index.php?y=2009&m=12&d=04,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=12&d=04,,
169828,Berridges Jewellers Ltd,15,http://freston.net/blog/zpix/20091126-berridges.jpg,http://freston.net/blog/index.php?y=2009&m=11&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=11&d=26,,
171360,East of England Co-op,15,http://freston.net/blog/zpix/20091119-coop.jpg,http://freston.net/blog/index.php?y=2009&m=11&d=19,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=11&d=19,,
-1,Bonnet Cafe & Chocolaterie,15,http://freston.net/blog/zpix/20091113-bonnet.jpg,http://freston.net/blog/index.php?y=2009&m=11&d=13,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=11&d=13,,
659568,Black Tiles Public House,15,http://freston.net/blog/zpix/20091106-blacktiles.jpg,http://freston.net/blog/index.php?y=2009&m=11&d=06,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=11&d=06,,
165907,Blends,15,http://freston.net/blog/zpix/20091105-blends.jpg,http://freston.net/blog/index.php?y=2009&m=11&d=05,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=11&d=05,,
-1,Edward's,15,http://freston.net/blog/zpix/20091022-edwards.jpg,http://freston.net/blog/index.php?y=2009&m=10&d=22,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=10&d=22,,
180408,St Lawrence Cafe,15,http://freston.net/blog/zpix/20091016-stlawrence.jpg,http://freston.net/blog/index.php?y=2009&m=10&d=16,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=10&d=16,,
179102,"Chapters Rest, Ipswich Institute",15,http://freston.net/blog/zpix/20091009-chapters.jpg,http://freston.net/blog/index.php?y=2009&m=10&d=09,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=10&d=09,,
172657,Jack's Cafe,15,http://freston.net/blog/zpix/20091001-jacks.jpg,http://freston.net/blog/index.php?y=2009&m=10&d=01,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=10&d=01,,
-1,Cafe Neptune,15,http://freston.net/blog/zpix/20090924-neptune.jpg,http://freston.net/blog/index.php?y=2009&m=09&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=09&d=24,,
169826,Pickwicks Coffee & Tea House,15,http://freston.net/blog/zpix/20090918-pickwicks.jpg,http://freston.net/blog/index.php?y=2009&m=09&d=18,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=09&d=18,,
175826,Al's Cafe,15,http://freston.net/blog/zpix/20090911-alscafe.jpg,http://freston.net/blog/index.php?y=2009&m=09&d=11,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=09&d=11,,
180138,Museum Street Cafe,15,http://freston.net/blog/zpix/20090904-museumstcafe.jpg,http://freston.net/blog/index.php?y=2009&m=09&d=04,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=09&d=04,,
180660,Caffe Basso,15,http://freston.net/blog/zpix/20090828-caffebasso.jpg,http://freston.net/blog/index.php?y=2009&m=08&d=28,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=08&d=28,,
659128,Milsoms Kesgrave Hall,15,http://freston.net/blog/zpix/20090731-milsoms.jpg,http://freston.net/blog/index.php?y=2009&m=07&d=31,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=07&d=31,,
457377,Glasswells,15,http://freston.net/blog/zpix/20090724-glasswells.jpg,http://freston.net/blog/index.php?y=2009&m=07&d=24,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=07&d=24,,
180447,Kenny's Cafe,15,http://freston.net/blog/zpix/20090710-kennys.jpg,http://freston.net/blog/index.php?y=2009&m=07&d=10,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=07&d=10,,
-1,The Seal,15,http://freston.net/blog/zpix/20090703-theseal.jpg,http://freston.net/blog/index.php?y=2009&m=07&d=03,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=07&d=03,,
-1,Tesco Extra Cafe,15,http://freston.net/blog/zpix/20090626-tesco.jpg,http://freston.net/blog/index.php?y=2009&m=06&d=26,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=06&d=26,,
-1,Saints,15,http://freston.net/blog/zpix/20090619-saints.jpg,http://freston.net/blog/index.php?y=2009&m=06&d=19,Click here for Freston.net review,http://freston.net/blog/index.php?y=2009&m=06&d=19,,
